,Precio Venta,Fecha Venta,Vendedor
1580,2224917,2005-10-27,Jesús
1581,2463021,2006-03-13,María
1582,1832100,2006-05-02,Carmen
1583,916418,2006-02-19,Luisa
1584,1026774,2006-07-04,Pedro
1585,1447434,2006-02-02,María
1586,478639,2006-01-07,Joaquín
1587,2170945,2006-05-14,Jesús
1588,1607487,2005-11-01,Carmen
1589,682168,2006-05-25,Jesús
1590,1627920,2006-03-12,Jesús
1591,1107864,2006-05-15,Luisa
1592,562947,2005-10-25,Luisa
1593,568880,2005-10-29,Carmen
1594,645408,2006-05-27,Luisa
1595,2133120,2006-01-26,María
1596,1656064,2006-02-02,Pedro
1597,1606206,2005-12-11,Joaquín
1598,1311730,2006-01-06,Pedro
1599,764370,2006-02-24,Carmen
1600,1309544,2005-11-19,Joaquín
1601,756355,2006-02-16,Pedro
1602,687720,2006-02-20,Carmen
1603,807048,2005-10-31,Carmen
1604,1301560,2005-12-29,Carmen
1605,1951328,2006-01-03,Luisa
1606,437674,2005-12-08,Luisa
1607,740731,2006-03-14,María
1608,563255,2005-11-08,Jesús
1609,2292465,2006-06-10,Carmen
1610,692037,2006-06-02,Joaquín
1611,2110900,2006-07-24,Pedro
1612,690396,2006-02-08,Carmen
1613,960032,2006-04-11,Luisa
1614,399488,2005-12-07,Jesús
1615,757260,2006-07-23,Pedro
1616,685592,2006-04-29,Pedro
1617,990360,2005-12-03,Joaquín
1618,1477410,2006-05-06,María
1619,375592,2006-02-20,Jesús
1620,1658800,2005-11-27,María
1621,1782683,2006-07-28,Pedro
1622,286747,2006-06-10,Joaquín
1623,281548,2006-07-22,Jesús
1624,328646,2006-02-01,Carmen
1625,1209216,2006-03-14,María
1626,1202705,2005-12-10,Jesús
1627,2440449,2006-08-03,Carmen
1628,942579,2006-03-03,María
1629,349623,2006-05-06,Joaquín
1630,1900200,2005-12-09,Pedro
1631,404352,2006-02-25,Joaquín
1632,1522977,2005-11-24,Carmen
1633,739864,2006-01-28,Luisa
1634,1669250,2006-01-04,María
1635,1448384,2005-12-20,Joaquín
1636,829808,2006-03-29,Joaquín
1637,1156808,2006-04-26,Carmen
1638,2155200,2006-08-05,Jesús
1639,1297134,2006-02-14,María
1640,552513,2006-01-29,Pedro
1641,2667816,2005-12-16,Joaquín
1642,1246050,2005-11-27,Luisa
1643,2384954,2006-02-12,María
1644,958132,2006-06-04,Pedro
1645,1147608,2006-06-29,Luisa
1646,2888325,2005-11-27,Pedro
1647,545986,2006-02-27,Pedro
1648,906780,2005-11-21,Carmen
1649,293037,2005-11-27,Carmen
1650,592823,2006-03-25,Pedro
1651,601398,2006-03-01,Carmen
1652,761928,2006-02-05,Carmen
1653,804327,2005-12-17,Joaquín
1654,375232,2006-05-22,Jesús
1655,411669,2006-08-04,Pedro
1656,358670,2006-02-19,Luisa
1657,1643256,2006-02-22,María
1658,1069640,2006-06-01,Joaquín
1659,1926868,2005-11-24,Carmen
1660,509356,2006-05-20,Luisa
1661,1423007,2006-04-08,Carmen
1662,986048,2006-02-10,María
1663,2233120,2005-12-13,Luisa
1664,2275994,2006-06-15,Joaquín
1665,442635,2006-06-15,María
1666,843106,2006-01-24,María
1667,872204,2005-11-26,María
1668,1933372,2006-01-31,Jesús
1669,1499889,2006-08-08,Pedro
1670,1707224,2006-02-05,Pedro
1671,1789214,2005-12-02,Joaquín
1672,1509710,2006-01-11,Jesús
1673,2290046,2006-01-24,María
1674,2045304,2006-04-09,Jesús
1675,2181353,2006-06-15,María
1676,2625600,2006-01-08,María
1677,474864,2006-02-11,Luisa
1678,663845,2006-04-07,María
1679,615440,2006-04-01,Jesús
1680,1459192,2006-07-02,María
1681,1441070,2006-08-04,Jesús
1682,552773,2005-11-28,Luisa
1683,1932448,2006-02-03,Carmen
1684,1191260,2006-07-27,Pedro
1685,765815,2006-07-15,María
1686,700854,2006-04-22,María
1687,1923516,2006-05-23,Pedro
1688,581580,2006-08-04,Carmen
1689,681884,2006-06-12,Carmen
1690,785628,2006-01-10,Jesús
1691,391950,2006-03-14,Jesús
1692,2171327,2006-01-09,Jesús
1693,1826825,2006-05-14,Jesús
1694,1234048,2006-02-28,Jesús
1695,1473982,2006-08-29,Carmen
1696,1143412,2006-07-03,María
1697,1333593,2006-04-06,Jesús
1698,1558430,2006-01-26,Jesús
1699,1150128,2006-03-18,Joaquín
1700,1517285,2006-05-07,Luisa
1701,840312,2006-05-27,Pedro
1702,2171520,2006-08-28,Carmen
1703,827057,2006-05-05,María
1704,1429020,2005-12-14,Pedro
1705,2026404,2006-02-05,Carmen
1706,938916,2006-09-04,Pedro
1707,1762180,2006-05-14,Jesús
1708,842683,2006-01-30,Joaquín
1709,2074000,2006-08-14,Joaquín
1710,1424436,2006-01-17,Carmen
1711,907580,2006-07-11,Carmen
1712,1333434,2006-02-17,María
1713,617652,2006-09-03,Joaquín
1714,526800,2006-04-29,Joaquín
1715,1031305,2006-02-17,Joaquín
1716,824517,2006-05-31,María
1717,1911424,2006-07-22,Carmen
1718,747659,2006-03-08,Pedro
1719,1668526,2005-12-29,Carmen
1720,994750,2006-09-02,Joaquín
1721,2478000,2006-04-27,Carmen
1722,1201462,2006-08-06,Jesús
1723,1798470,2006-03-02,Joaquín
1724,943805,2006-05-17,Luisa
1725,1931658,2005-12-14,Jesús
1726,2028164,2006-01-07,María
1727,1602720,2006-06-03,Joaquín
1728,1230990,2006-05-19,Jesús
1729,1490114,2005-12-18,Luisa
1730,2143922,2006-04-20,Jesús
1731,415866,2006-07-19,María
1732,864080,2006-02-08,Carmen
1733,974956,2006-07-23,Luisa
1734,1430352,2006-01-14,María
1735,1043856,2006-05-25,Jesús
1736,707914,2006-05-07,Jesús
1737,948600,2006-03-30,Jesús
1738,838292,2006-04-16,Pedro
1739,598705,2005-12-17,María
1740,441373,2006-02-02,Carmen
1741,428190,2006-02-20,Jesús
1742,2630336,2006-01-08,Joaquín
1743,425646,2005-12-18,Luisa
1744,641520,2006-04-04,Joaquín
1745,1540140,2006-08-08,Jesús
1746,2183760,2006-01-27,Jesús
1747,656676,2006-02-05,Joaquín
1748,873546,2006-02-02,Joaquín
1749,474084,2006-07-21,Luisa
1750,1758786,2006-02-24,Jesús
1751,803300,2006-09-13,María
1752,1129980,2006-04-10,Pedro
1753,433235,2006-03-23,Carmen
1754,1305304,2006-06-06,Luisa
1755,613275,2006-02-12,Pedro
1756,878424,2006-07-23,Carmen
1757,403401,2006-01-24,María
1758,2133472,2006-05-18,Carmen
1759,683844,2006-01-21,Joaquín
1760,1689316,2006-01-17,Carmen
1761,1514057,2006-09-20,Luisa
1762,678132,2006-04-23,María
1763,911064,2006-02-24,María
1764,490897,2006-09-27,María
1765,2299374,2006-05-15,Jesús
1766,764240,2006-01-15,Pedro
1767,409378,2006-08-15,Luisa
1768,549668,2006-08-10,Pedro
1769,878712,2006-01-21,María
1770,1779825,2006-02-28,María
1771,644688,2006-05-22,Jesús
1772,850476,2006-05-20,Jesús
1773,1033515,2005-12-30,Pedro
1774,446313,2006-08-16,Pedro
1775,2215117,2006-08-01,Jesús
1776,1512738,2006-07-08,Luisa
1777,1929228,2006-05-14,Pedro
1778,613496,2006-01-18,Jesús
1779,979560,2006-06-09,María
1780,264385,2006-07-27,Joaquín
1781,1146552,2006-07-26,Luisa
1782,1506300,2006-04-24,Pedro
1783,809115,2006-05-25,María
1784,257725,2006-02-27,Jesús
1785,359406,2006-09-28,Pedro
1786,2669472,2006-06-10,Joaquín
1787,658835,2006-07-14,Luisa
1788,749275,2006-01-05,María
1789,2184364,2006-08-11,Luisa
1790,1747392,2006-05-24,Carmen
1791,804540,2006-10-02,Pedro
1792,1753052,2006-02-28,Joaquín
1793,970314,2006-02-15,Luisa
1794,1420160,2006-05-03,Jesús
1795,1811680,2006-05-31,Jesús
1796,882420,2006-10-06,Carmen
1797,1522998,2006-06-02,Luisa
1798,2249576,2006-06-18,Carmen
1799,1319520,2006-08-02,Jesús
1800,1204722,2006-07-29,Joaquín
1801,909606,2006-06-19,Carmen
1802,2378453,2006-09-10,Luisa
1803,857936,2006-01-23,Luisa
1804,1963104,2006-07-19,Pedro
1805,1133352,2006-02-02,Pedro
1806,1244056,2006-09-01,María
1807,735945,2006-06-08,Joaquín
1808,1382707,2006-05-07,María
1809,480384,2006-05-15,Carmen
1810,1473180,2006-05-12,Pedro
1811,945624,2006-05-22,Joaquín
1812,2010312,2006-02-21,María
1813,346192,2006-04-18,María
1814,686232,2006-09-12,Luisa
1815,1050000,2006-02-05,Pedro
1816,368676,2006-09-29,Luisa
1817,2063460,2006-05-25,Luisa
1818,1605730,2006-06-20,Pedro
1819,497272,2006-08-16,Luisa
1820,1556226,2006-06-21,Carmen
1821,437640,2006-02-09,María
1822,2334123,2006-08-02,Joaquín
1823,2136184,2006-04-18,Jesús
1824,2390750,2006-03-11,Pedro
1825,994536,2006-03-27,Joaquín
1826,1169860,2006-05-06,Joaquín
1827,1687604,2006-01-22,Luisa
1828,724563,2006-08-27,Jesús
1829,1867692,2006-03-06,Jesús
1830,991224,2006-05-30,Carmen
1831,1284568,2006-08-26,Carmen
1832,388583,2006-01-18,Jesús
1833,1182053,2006-04-09,Joaquín
1834,511840,2006-03-20,María
1835,745864,2006-06-01,María
1836,237176,2006-08-08,María
1837,1642664,2006-08-29,Luisa
1838,2475510,2006-06-28,Jesús
1839,1544496,2006-05-12,Carmen
1840,452417,2006-06-19,Luisa
1841,2299208,2006-09-05,Pedro
1842,955500,2006-07-10,Luisa
1843,658157,2006-03-16,Pedro
1844,938836,2006-09-05,Jesús
1845,1597360,2006-10-15,Carmen
1846,1499134,2006-09-07,Joaquín
1847,1327606,2006-05-02,María
1848,781120,2006-04-10,Pedro
1849,991900,2006-05-28,Jesús
1850,957582,2006-03-24,Joaquín
1851,1421060,2006-10-28,Luisa
1852,1422624,2006-03-12,Luisa
1853,1878954,2006-10-28,Luisa
1854,1263040,2006-02-08,Jesús
1855,2467960,2006-04-25,Pedro
1856,2394204,2006-08-19,María
1857,536733,2006-10-28,María
1858,1883088,2006-10-18,Pedro
1859,2083779,2006-04-23,María
1860,1944840,2006-10-10,María
1861,2221329,2006-05-12,Pedro
1862,417872,2006-03-23,Luisa
1863,304113,2006-06-29,Joaquín
1864,299407,2006-04-05,María
1865,540890,2006-06-12,Jesús
1866,514596,2006-05-27,Luisa
1867,667299,2006-10-25,Luisa
1868,1074332,2006-02-09,Joaquín
1869,1895293,2006-07-21,María
1870,523481,2006-10-29,Luisa
1871,1644747,2006-05-05,Carmen
1872,1162172,2006-02-26,Luisa
1873,706560,2006-04-16,Carmen
1874,589155,2006-04-22,Carmen
1875,1370998,2006-09-07,Joaquín
1876,1093887,2006-04-09,Pedro
1877,974610,2006-08-18,María
1878,265913,2006-05-13,Luisa
1879,912798,2006-05-31,Jesús
1880,1174203,2006-04-09,Pedro
1881,1713990,2006-08-28,María
1882,1508988,2006-09-18,Jesús
1883,2216214,2006-04-17,María
1884,1300500,2006-07-24,Carmen
1885,2333058,2006-03-05,Joaquín
1886,692484,2006-02-19,Pedro
1887,392972,2006-07-27,Pedro
1888,341584,2006-04-16,Luisa
1889,2070750,2006-09-03,Carmen
1890,499735,2006-08-19,María
1891,1380764,2006-05-04,Carmen
1892,526680,2006-02-17,Joaquín
1893,426880,2006-05-16,Luisa
1894,1720320,2006-04-05,María
1895,804683,2006-02-14,María
1896,421290,2006-05-21,Joaquín
1897,1179957,2006-06-06,María
1898,878940,2006-10-18,Luisa
1899,1116587,2006-10-01,Carmen
1900,917378,2006-05-04,Carmen
1901,431275,2006-08-16,Luisa
1902,1213505,2006-11-05,Pedro
1903,1601600,2006-05-05,Luisa
1904,756900,2006-05-26,Carmen
1905,416430,2006-11-01,Jesús
1906,501380,2006-10-16,Jesús
1907,472668,2006-04-04,María
1908,508606,2006-08-17,Carmen
1909,1179190,2006-03-14,Luisa
1910,1059827,2006-10-21,Joaquín
1911,783370,2006-09-04,Jesús
1912,1926344,2006-06-18,María
1913,914641,2006-04-11,Joaquín
1914,1736901,2006-10-24,María
1915,2323868,2006-05-25,Pedro
1916,426010,2006-03-09,Joaquín
1917,301815,2006-10-19,Joaquín
1918,363968,2006-09-02,Carmen
1919,2347137,2006-07-19,María
1920,655893,2006-03-09,Jesús
1921,1360523,2006-03-02,Jesús
1922,1276289,2006-04-19,María
1923,2613405,2006-11-23,Carmen
1924,1817736,2006-09-14,Joaquín
1925,557127,2006-05-08,Carmen
1926,187680,2006-11-13,Luisa
1927,1674903,2006-04-30,Jesús
1928,854496,2006-03-28,Pedro
1929,1539252,2006-09-20,Pedro
1930,1228320,2006-09-23,Jesús
1931,795696,2006-05-24,María
1932,1688040,2006-07-07,Luisa
1933,1021230,2006-09-17,Carmen
1934,405280,2006-03-29,Carmen
1935,1780350,2006-03-14,Luisa
1936,1265992,2006-10-21,Luisa
1937,783860,2006-05-10,Carmen
1938,693631,2006-07-21,Carmen
1939,941154,2006-08-11,Pedro
1940,1701080,2006-10-06,María
1941,747947,2006-06-09,Pedro
1942,1406563,2006-08-10,Jesús
1943,1527120,2006-06-17,Jesús
1944,1545720,2006-06-09,Luisa
1945,2147112,2006-05-10,Joaquín
1946,1189936,2006-08-12,Carmen
1947,1685904,2006-07-29,Pedro
1948,693515,2006-03-31,Luisa
1949,324213,2006-04-10,Luisa
1950,753786,2006-09-26,Jesús
1951,1341684,2006-11-09,María
1952,2103000,2006-09-13,Jesús
1953,1346136,2006-10-25,Joaquín
1954,753900,2006-03-30,María
1955,1028382,2006-05-07,Pedro
1956,2868470,2006-03-18,Luisa
1957,1536832,2006-08-22,Joaquín
1958,1002211,2006-10-04,María
1959,2446962,2006-11-10,María
1960,807120,2006-11-21,Pedro
1961,2203166,2006-05-01,Carmen
1962,536679,2006-07-19,Joaquín
1963,804344,2006-04-29,María
1964,293949,2006-11-06,Pedro
1965,270996,2006-07-04,Luisa
1966,2046384,2006-07-03,Pedro
1967,1732446,2006-10-05,Jesús
1968,1842785,2006-07-19,María
1969,856692,2006-06-12,María
1970,857925,2006-06-25,Joaquín
1971,814968,2006-11-26,María
1972,490507,2006-04-01,María
1973,387828,2006-03-25,Luisa
1974,907137,2006-06-19,Jesús
1975,1393095,2006-12-15,Carmen
1976,1395387,2006-05-18,Luisa
1977,696762,2006-07-06,Pedro
1978,2136288,2006-09-01,María
1979,2671748,2006-12-18,Carmen
1980,425565,2006-05-06,Joaquín
1981,1036392,2006-12-03,Luisa
1982,2390634,2006-06-26,Luisa
1983,701250,2006-11-11,Luisa
1984,2789428,2006-04-29,Pedro
1985,940500,2006-12-11,Joaquín
1986,875978,2006-05-04,Jesús
1987,1770930,2006-04-20,María
1988,2548584,2006-10-13,Jesús
1989,2021880,2006-04-29,Joaquín
1990,2456958,2006-10-03,Jesús
1991,984144,2006-06-04,Luisa
1992,2110342,2006-04-13,Jesús
1993,651192,2006-04-23,Luisa
1994,2263626,2006-07-04,Pedro
1995,1642584,2006-12-18,Luisa
1996,1058840,2006-04-02,Jesús
1997,2303928,2006-04-17,Luisa
1998,1693710,2006-05-23,Pedro
1999,456672,2006-07-01,Pedro
2000,1348055,2006-07-19,Joaquín
2001,1653852,2006-08-28,María
2002,1432500,2006-06-21,María
2003,296856,2006-06-06,María
2004,629628,2006-04-20,Luisa
2005,1774528,2006-06-21,Jesús
2006,402462,2006-10-06,Pedro
2007,1401361,2006-03-30,Jesús
2008,927627,2006-12-05,Pedro
2009,1040746,2006-09-25,Luisa
2010,1555813,2006-09-17,Carmen
2011,924866,2006-12-23,Jesús
2012,740211,2006-12-12,Pedro
2013,2029607,2006-10-20,Carmen
2014,1407726,2006-11-01,María
2015,2815292,2006-12-07,Jesús
2016,1329968,2006-10-22,María
2017,545925,2006-09-08,Joaquín
2018,1347420,2006-07-13,Jesús
2019,322960,2006-12-28,Pedro
2020,873000,2006-12-17,Jesús
2021,588756,2006-09-05,Carmen
2022,763233,2006-12-26,Luisa
2023,2471249,2006-04-04,Joaquín
2024,1499678,2006-11-03,Luisa
2025,1109808,2006-06-24,Joaquín
2026,368959,2006-08-29,Carmen
2027,680760,2006-05-01,María
2028,1176209,2006-06-29,Carmen
2029,2219468,2006-07-12,Luisa
2030,1450425,2006-07-16,Luisa
2031,616192,2006-05-21,María
2032,1247750,2006-09-11,María
2033,761047,2006-10-16,Luisa
2034,1809140,2006-09-12,Joaquín
2035,446940,2006-06-26,María
2036,700700,2006-04-20,Pedro
2037,2107784,2006-04-19,María
2038,1139076,2006-06-21,Joaquín
2039,2014110,2006-11-01,Joaquín
2040,823200,2006-09-02,María
2041,539280,2006-08-01,María
2042,2346400,2006-05-07,María
2043,567742,2006-09-19,Jesús
2044,1792560,2006-05-05,Joaquín
2045,2331648,2006-11-26,Luisa
2046,2053005,2006-07-24,Luisa
2047,1102280,2006-08-05,Pedro
2048,1856525,2006-09-04,Jesús
2049,1741320,2006-06-08,María
2050,1275560,2006-11-13,María
2051,386036,2006-10-14,Jesús
2052,1730675,2006-10-07,María
2053,1568697,2006-05-14,Luisa
2054,1196465,2006-08-05,Jesús
2055,2462280,2007-01-05,Jesús
2056,419256,2006-11-30,María
2057,1184376,2006-10-03,Luisa
2058,738430,2006-12-28,Luisa
2059,1437408,2006-08-21,María
2060,1615851,2006-12-25,Jesús
2061,466722,2006-05-21,Jesús
2062,1450556,2006-09-03,María
2063,1331856,2006-12-19,Luisa
2064,873200,2006-09-26,Pedro
2065,1461570,2006-10-17,Carmen
2066,562827,2006-11-16,Joaquín
2067,2494410,2006-11-22,Luisa
2068,1685132,2006-11-07,Joaquín
2069,2399040,2006-05-31,Joaquín
2070,2487712,2006-04-25,Carmen
2071,808170,2006-07-03,Jesús
2072,2030783,2006-12-16,María
2073,363280,2006-12-19,Pedro
2074,1355365,2006-07-01,Joaquín
2075,1074675,2006-10-20,Carmen
2076,2398008,2006-05-22,Jesús
2077,609342,2006-05-10,Carmen
2078,1411969,2006-07-26,Pedro
2079,2049606,2006-04-21,María
2080,500610,2006-05-15,Luisa
2081,938562,2006-06-16,María
2082,2245203,2006-07-28,María
2083,1422220,2006-07-20,María
2084,2387832,2006-06-28,María
2085,1428480,2006-06-26,Pedro
2086,2119735,2006-10-15,Pedro
2087,674276,2006-10-30,Luisa
2088,255061,2006-12-15,Pedro
2089,1104846,2006-06-08,Jesús
2090,1298403,2006-08-31,Carmen
2091,472685,2006-09-01,Pedro
2092,1182841,2006-06-15,María
2093,1427118,2006-10-03,Pedro
2094,272880,2006-09-01,María
2095,831316,2006-11-11,Jesús
2096,1469460,2007-01-10,Carmen
2097,1133199,2006-09-23,Luisa
2098,1247760,2006-08-03,Luisa
2099,727680,2006-07-12,Joaquín
2100,1522840,2006-05-02,María
2101,1489911,2006-04-24,Carmen
2102,1447509,2006-04-29,Joaquín
2103,1970874,2006-06-08,Joaquín
2104,1438827,2006-05-12,Pedro
2105,1440540,2006-10-10,Jesús
2106,816228,2006-12-22,Jesús
2107,1197485,2007-01-24,Pedro
2108,528892,2006-12-14,María
2109,1528254,2006-06-15,Pedro
2110,2233899,2006-10-29,Luisa
2111,709560,2006-06-28,Joaquín
2112,2111472,2006-05-31,Joaquín
2113,656744,2006-05-15,Luisa
2114,1713992,2006-07-08,Pedro
2115,1355046,2006-10-02,Jesús
2116,748790,2007-01-08,Luisa
2117,1285842,2006-08-09,Jesús
2118,509600,2006-11-10,Pedro
2119,378900,2006-12-16,Carmen
2120,810186,2006-12-05,Joaquín
2121,757434,2006-08-23,Pedro
2122,550816,2006-12-03,Jesús
2123,475171,2006-10-12,Luisa
2124,650750,2006-09-24,Carmen
2125,2381400,2006-06-13,María
2126,1409546,2007-01-05,Pedro
2127,2181432,2006-12-25,María
2128,1286766,2006-10-12,Luisa
2129,928368,2006-12-25,Jesús
2130,1820448,2006-11-13,Joaquín
2131,1482810,2006-11-23,Carmen
2132,190280,2006-11-22,Joaquín
2133,2290545,2006-08-22,Carmen
2134,1709037,2006-07-14,Carmen
2135,669664,2006-05-29,Jesús
2136,1204200,2007-01-17,Joaquín
2137,1041120,2006-05-07,Pedro
2138,1140876,2006-07-02,Pedro
2139,1315126,2006-09-11,Luisa
2140,272545,2006-06-23,Carmen
2141,808192,2007-01-17,Carmen
2142,536672,2007-01-30,María
2143,1677728,2006-05-19,Pedro
2144,224342,2006-06-14,Jesús
2145,570760,2006-07-01,María
2146,682240,2006-08-30,Jesús
2147,1747292,2006-06-11,Carmen
2148,693244,2006-09-19,Jesús
2149,1155436,2006-12-27,Pedro
2150,303365,2006-12-24,Pedro
2151,1298869,2006-07-11,Jesús
2152,2001232,2006-12-06,María
2153,1539800,2006-12-25,Carmen
2154,1949220,2006-10-20,Carmen
2155,1627556,2006-05-30,María
2156,1522222,2007-02-05,María
2157,652896,2006-11-07,Joaquín
2158,1157544,2006-06-10,Jesús
2159,734786,2006-07-19,Joaquín
2160,1511160,2006-10-21,Luisa
2161,864248,2006-07-18,María
2162,1401822,2006-05-29,María
2163,506540,2006-10-08,Joaquín
2164,444299,2007-01-18,Joaquín
2165,1163542,2007-01-18,Luisa
2166,1436211,2007-02-01,María
2167,481992,2006-07-28,Jesús
2168,2069786,2006-10-16,Luisa
2169,973764,2006-05-19,Joaquín
2170,636918,2007-01-10,Luisa
2171,1733022,2006-09-08,Pedro
2172,2331324,2006-08-02,Joaquín
2173,1541976,2006-07-19,Joaquín
2174,561132,2006-10-08,Luisa
2175,1302720,2006-11-09,María
2176,366132,2006-11-20,Jesús
2177,2108109,2006-12-24,Pedro
2178,928243,2006-05-25,María
2179,673670,2006-07-05,Pedro
2180,1140156,2006-06-30,Joaquín
2181,1031058,2006-09-13,Carmen
2182,262185,2007-02-02,Joaquín
2183,839522,2006-08-11,Luisa
2184,770968,2006-10-27,Luisa
2185,1815336,2006-06-10,Jesús
2186,342078,2006-12-28,Pedro
2187,1660120,2006-11-26,Pedro
2188,1647409,2007-01-12,Pedro
2189,1912638,2006-10-22,Luisa
2190,544896,2006-12-08,Carmen
2191,1307250,2006-11-20,Luisa
2192,2470000,2006-05-27,Luisa
2193,1109262,2006-06-06,Carmen
2194,850752,2006-07-12,Joaquín
2195,319616,2006-07-06,Carmen
2196,800160,2006-10-12,Jesús
2197,704770,2007-01-17,Pedro
2198,982563,2006-05-26,Pedro
2199,1586032,2007-01-23,María
2200,1598283,2007-02-03,Luisa
2201,764505,2006-06-10,Pedro
2202,443976,2006-07-17,Jesús
2203,788697,2006-08-18,Luisa
2204,685082,2007-02-02,Joaquín
2205,1002122,2006-07-13,Pedro
2206,2577332,2006-07-03,Carmen
2207,888900,2006-08-02,Joaquín
2208,1761200,2007-02-13,Joaquín
2209,1706400,2006-08-29,Pedro
2210,1095146,2006-10-21,María
2211,1351196,2006-06-18,Jesús
2212,493924,2007-01-21,Luisa
2213,1882440,2006-12-16,Carmen
2214,659316,2006-10-14,Luisa
2215,657500,2007-03-02,Carmen
2216,703950,2006-10-28,María
2217,1918728,2006-07-26,Luisa
2218,697746,2007-01-11,Carmen
2219,348720,2006-11-26,Luisa
2220,1908286,2007-01-29,Jesús
2221,1929198,2006-08-16,María
2222,927927,2006-09-04,María
2223,1996209,2006-07-26,Jesús
2224,1552041,2006-12-03,Luisa
2225,980934,2006-09-11,Luisa
2226,732028,2006-07-04,Pedro
2227,1463264,2006-12-21,Pedro
2228,1177722,2007-02-14,Pedro
2229,1205347,2006-12-22,María
2230,1510825,2006-06-19,Luisa
2231,2257515,2007-02-06,Luisa
2232,1202850,2006-11-30,Pedro
2233,1191033,2006-06-27,Carmen
2234,500836,2007-02-16,Joaquín
2235,1343844,2007-01-01,Carmen
2236,1460224,2007-01-26,María
2237,1659833,2007-03-01,Luisa
2238,1705712,2006-06-19,Joaquín
2239,503828,2006-09-26,Jesús
2240,1930614,2006-07-07,Joaquín
2241,708792,2007-02-26,Luisa
2242,446940,2006-07-17,Pedro
2243,1159650,2006-09-22,Joaquín
2244,1489124,2007-02-22,Pedro
2245,2175360,2006-09-07,Luisa
2246,1331936,2006-12-04,Joaquín
2247,616044,2007-01-19,Carmen
2248,1243699,2007-02-11,María
2249,343602,2006-10-16,Carmen
2250,1219730,2006-07-26,Pedro
2251,400512,2006-07-22,Pedro
2252,1646556,2006-11-30,Carmen
2253,603780,2007-03-07,Joaquín
2254,1171418,2006-12-05,María
2255,764115,2006-11-19,Joaquín
2256,1611708,2007-01-08,Jesús
2257,358620,2006-11-26,María
2258,1413698,2007-03-15,Carmen
2259,743265,2007-01-03,Joaquín
2260,435333,2006-10-19,Jesús
2261,1685729,2006-12-27,Luisa
2262,1550780,2006-10-21,Carmen
2263,1456858,2006-07-28,Pedro
2264,948832,2007-01-14,Joaquín
2265,2797050,2006-10-02,Luisa
2266,776442,2006-08-21,Jesús
2267,885998,2007-01-31,Carmen
2268,867465,2007-02-05,María
2269,823150,2007-01-31,Jesús
2270,1501650,2006-06-22,Jesús
2271,926350,2006-09-22,Carmen
2272,1396200,2006-07-31,Pedro
2273,978120,2007-01-19,María
2274,461130,2006-12-26,Joaquín
2275,2145315,2007-02-09,Joaquín
2276,2034042,2006-09-08,Carmen
2277,2427558,2007-01-30,Pedro
2278,328482,2006-12-14,Joaquín
2279,1442460,2007-01-28,Carmen
2280,1558036,2007-03-15,María
2281,385396,2007-02-17,Jesús
2282,238014,2006-09-04,Pedro
2283,433370,2006-09-20,María
2284,875336,2006-08-28,María
2285,780516,2006-10-07,Joaquín
2286,1690730,2006-11-15,Carmen
2287,780148,2006-08-23,Joaquín
2288,882783,2006-09-07,María
2289,950891,2007-03-13,Luisa
2290,1227937,2006-12-31,Joaquín
2291,1490930,2007-03-14,Joaquín
2292,828138,2006-11-12,Carmen
2293,485520,2006-12-08,Luisa
2294,1425690,2006-11-08,Jesús
2295,746940,2006-11-25,Jesús
2296,771292,2006-09-22,Joaquín
2297,733134,2007-01-21,Jesús
2298,403727,2006-12-26,Jesús
2299,1213312,2006-11-02,María
2300,1760920,2006-10-22,Jesús
2301,978588,2006-08-09,Jesús
2302,595660,2006-09-03,Pedro
2303,779220,2006-10-26,María
2304,1071720,2007-03-31,Carmen
2305,1267950,2006-09-15,Jesús
2306,1405404,2006-09-08,María
2307,2598516,2006-08-29,Carmen
2308,2236490,2007-01-07,Joaquín
2309,593352,2006-11-25,Joaquín
2310,770800,2006-11-02,Pedro
2311,1189377,2006-09-19,Jesús
2312,418610,2007-03-03,Joaquín
2313,1475136,2006-09-18,Carmen
2314,412272,2006-11-08,Luisa
2315,1789185,2007-01-27,Carmen
2316,737635,2007-03-12,Carmen
2317,809080,2006-09-01,Jesús
2318,313537,2007-01-05,Joaquín
2319,704894,2007-01-27,Carmen
2320,407044,2006-08-29,Jesús
2321,402885,2007-03-28,Joaquín
2322,1058628,2007-01-29,Luisa
2323,1400308,2007-01-07,Joaquín
2324,711199,2006-08-21,Carmen
2325,729444,2006-12-27,Luisa
2326,1240827,2007-03-05,Carmen
2327,1276600,2007-01-04,María
2328,1772840,2006-12-08,Pedro
2329,1026596,2007-03-28,Carmen
2330,1901536,2007-03-23,Joaquín
2331,984780,2006-09-01,Joaquín
2332,973890,2007-01-09,Joaquín
2333,1781568,2006-09-24,María
2334,1944570,2006-09-27,Luisa
2335,1192401,2007-03-20,Carmen
2336,1826938,2006-09-12,Pedro
2337,960960,2007-03-23,Jesús
2338,958151,2007-02-01,Carmen
2339,1670116,2006-09-19,Pedro
2340,1282820,2006-11-25,Carmen
2341,1386164,2007-03-27,María
2342,971100,2007-03-02,Luisa
2343,1085160,2006-08-14,Luisa
2344,673552,2007-01-21,Luisa
2345,1258972,2006-12-03,Luisa
2346,886215,2006-12-05,Carmen
2347,652190,2006-12-09,Luisa
2348,668322,2007-04-13,María
2349,433008,2006-10-20,Carmen
