,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
1102,1103,2005-02-03,Local,Venta,Lleida,125,932250,2005-08-03,María
1103,1104,2005-02-03,Oficina,Venta,Lleida,114,786714,2005-09-04,Luisa
1105,1106,2005-02-04,Oficina,Venta,Girona,141,1279434,2005-09-26,Carmen
1108,1109,2005-02-05,Parking,Alquiler,Tarragona,286,2064634,2005-05-26,Carmen
1109,1110,2005-02-05,Local,Venta,Lleida,110,924990,2005-09-25,Pedro
1112,1113,2005-02-06,Parking,Venta,Tarragona,157,1323353,2005-07-25,Luisa
1113,1114,2005-02-07,Industrial,Venta,Girona,76,499244,2005-07-04,Luisa
1115,1116,2005-02-08,Local,Venta,Lleida,96,493632,2006-01-13,Jesús
1117,1118,2005-02-09,Parking,Alquiler,Lleida,293,2741308,2005-10-20,María
1118,1119,2005-02-10,Local,Alquiler,Barcelona,286,1912482,2005-11-26,Pedro
1119,1120,2005-02-10,Local,Venta,Girona,180,1707660,2005-07-28,Joaquín
1120,1121,2005-02-10,Piso,Venta,Lleida,176,1592624,2005-05-20,Carmen
1121,1122,2005-02-11,Piso,Venta,Girona,228,1339044,2005-12-14,Pedro
1122,1123,2005-02-11,Oficina,Venta,Girona,157,879357,2005-05-17,Joaquín
1123,1124,2005-02-11,Piso,Venta,Girona,208,1215344,2005-05-27,Jesús
1125,1126,2005-02-13,Piso,Venta,Tarragona,111,462315,2006-01-13,Luisa
1127,1128,2005-02-14,Parking,Venta,Barcelona,229,1859480,2006-01-06,Joaquín
1130,1131,2005-02-15,Parking,Venta,Barcelona,156,795912,2006-01-06,Carmen
1132,1133,2005-02-15,Oficina,Venta,Lleida,132,712404,2005-08-03,Carmen
1133,1134,2005-02-15,Local,Venta,Barcelona,122,879254,2005-06-25,Luisa
1135,1136,2005-02-16,Suelo,Venta,Lleida,67,297882,2006-02-08,Joaquín
1136,1137,2005-02-16,Piso,Venta,Lleida,75,563475,2005-12-25,Pedro
1137,1138,2005-02-16,Casa,Venta,Barcelona,257,1066550,2005-09-23,Carmen
1138,1139,2005-02-16,Industrial,Venta,Girona,96,742176,2005-12-15,Pedro
1139,1140,2005-02-16,Suelo,Venta,Tarragona,140,1318660,2005-10-16,Pedro
1140,1141,2005-02-16,Parking,Venta,Lleida,179,1601334,2005-11-07,Jesús
1141,1142,2005-02-16,Casa,Venta,Tarragona,230,1033850,2005-10-30,María
1142,1143,2005-02-17,Suelo,Alquiler,Barcelona,254,1394206,2005-05-28,Carmen
1143,1144,2005-02-17,Suelo,Alquiler,Barcelona,256,2176768,2006-02-13,Carmen
1145,1146,2005-02-17,Oficina,Venta,Barcelona,198,1090782,2006-02-01,Joaquín
1150,1151,2005-02-18,Local,Venta,Barcelona,158,1308398,2006-02-05,Carmen
1151,1152,2005-02-19,Local,Venta,Girona,224,1966272,2005-12-02,Pedro
1152,1153,2005-02-19,Suelo,Venta,Lleida,272,2021232,2005-10-16,Jesús
1153,1154,2005-02-20,Piso,Alquiler,Barcelona,292,2865688,2005-08-21,Carmen
1154,1155,2005-02-20,Suelo,Venta,Tarragona,94,857374,2005-12-11,Carmen
1155,1156,2005-02-20,Industrial,Venta,Tarragona,251,1305200,2005-12-18,Luisa
1156,1157,2005-02-20,Local,Venta,Girona,254,1614170,2006-01-18,María
1157,1158,2005-02-20,Oficina,Venta,Barcelona,298,2436448,2005-08-13,Carmen
1158,1159,2005-02-20,Industrial,Venta,Tarragona,214,1823708,2005-09-16,Joaquín
1159,1160,2005-02-21,Industrial,Venta,Barcelona,276,2148384,2005-10-12,Jesús
1160,1161,2005-02-22,Suelo,Venta,Lleida,197,1594715,2006-01-15,Luisa
1161,1162,2005-02-22,Local,Venta,Tarragona,111,698301,2005-10-23,Joaquín
1163,1164,2005-02-22,Parking,Venta,Lleida,174,750984,2005-07-07,Joaquín
1166,1167,2005-02-23,Parking,Venta,Lleida,152,1076464,2005-05-27,Pedro
1167,1168,2005-02-24,Piso,Venta,Girona,206,1136502,2006-01-22,Pedro
1170,1171,2005-02-24,Oficina,Venta,Tarragona,120,647280,2005-09-02,Jesús
1171,1172,2005-02-24,Oficina,Venta,Girona,188,1697640,2005-08-04,Luisa
1172,1173,2005-02-25,Local,Venta,Lleida,83,463306,2005-09-04,María
1173,1174,2005-02-26,Piso,Venta,Lleida,72,322344,2005-08-03,María
1175,1176,2005-02-26,Casa,Venta,Barcelona,133,1305129,2005-12-22,Joaquín
1177,1178,2005-02-27,Parking,Venta,Tarragona,219,1468614,2005-10-10,Pedro
1178,1179,2005-02-27,Casa,Venta,Barcelona,91,780598,2005-11-07,Jesús
1181,1182,2005-03-01,Suelo,Venta,Girona,177,1203246,2006-02-20,Carmen
1184,1185,2005-03-02,Piso,Venta,Barcelona,236,1388388,2006-02-04,Joaquín
1188,1189,2005-03-03,Piso,Alquiler,Barcelona,255,1471605,2005-10-11,Carmen
1189,1190,2005-03-03,Parking,Venta,Girona,153,1401633,2005-09-14,Carmen
1190,1191,2005-03-03,Industrial,Venta,Barcelona,142,1256274,2005-07-21,Pedro
1195,1196,2005-03-05,Suelo,Venta,Girona,124,614048,2005-07-13,Joaquín
1196,1197,2005-03-06,Suelo,Venta,Tarragona,57,233358,2005-12-18,Luisa
1197,1198,2005-03-06,Piso,Venta,Barcelona,98,917378,2005-12-06,Pedro
1199,1200,2005-03-06,Local,Venta,Barcelona,60,474600,2005-10-01,Luisa
1200,1201,2005-03-07,Suelo,Venta,Tarragona,54,298350,2005-06-14,Carmen
1202,1203,2005-03-07,Industrial,Venta,Lleida,237,1013175,2006-01-10,Pedro
1203,1204,2005-03-07,Oficina,Venta,Barcelona,255,2151435,2005-08-26,Pedro
1204,1205,2005-03-07,Local,Venta,Barcelona,213,2105079,2005-07-25,Joaquín
1205,1206,2005-03-07,Suelo,Venta,Barcelona,117,953316,2005-12-27,María
1206,1207,2005-03-07,Oficina,Venta,Tarragona,250,1531000,2006-02-09,Joaquín
1210,1211,2005-03-09,Local,Venta,Lleida,229,935694,2005-10-18,Jesús
1211,1212,2005-03-10,Casa,Venta,Barcelona,143,1246960,2005-09-28,Carmen
1212,1213,2005-03-10,Casa,Venta,Tarragona,154,1238006,2005-09-04,María
1215,1216,2005-03-10,Piso,Alquiler,Lleida,281,2688046,2005-10-24,Luisa
1216,1217,2005-03-11,Casa,Venta,Barcelona,184,1830800,2006-01-25,Pedro
1217,1218,2005-03-11,Piso,Venta,Girona,241,1729416,2005-09-18,Carmen
1218,1219,2005-03-11,Suelo,Venta,Barcelona,251,2234653,2005-08-01,Luisa
1219,1220,2005-03-12,Parking,Venta,Tarragona,90,438480,2005-10-23,Joaquín
1220,1221,2005-03-12,Local,Alquiler,Barcelona,269,2032295,2005-11-27,Joaquín
1222,1223,2005-03-12,Parking,Venta,Girona,181,1805475,2005-06-10,María
1223,1224,2005-03-13,Parking,Venta,Tarragona,124,1070740,2005-12-22,Carmen
1224,1225,2005-03-14,Parking,Venta,Girona,164,785068,2006-01-22,Jesús
1225,1226,2005-03-14,Piso,Venta,Lleida,291,1497195,2005-08-17,María
1229,1230,2005-03-15,Suelo,Venta,Girona,268,2422720,2005-11-27,Carmen
1230,1231,2005-03-16,Suelo,Venta,Barcelona,130,1292980,2005-11-11,Luisa
1232,1233,2005-03-17,Parking,Venta,Lleida,88,820776,2005-08-20,Carmen
1233,1234,2005-03-17,Local,Venta,Lleida,116,848888,2005-07-26,Jesús
1234,1235,2005-03-18,Piso,Venta,Lleida,233,1673173,2005-06-28,Joaquín
1235,1236,2005-03-18,Oficina,Venta,Barcelona,116,841232,2006-01-18,María
1237,1238,2005-03-19,Casa,Venta,Girona,192,820608,2005-07-28,Luisa
1238,1239,2005-03-19,Casa,Venta,Lleida,149,839615,2005-10-05,María
1239,1240,2005-03-19,Industrial,Alquiler,Lleida,285,2562435,2005-06-20,Carmen
1243,1244,2005-03-20,Oficina,Alquiler,Barcelona,274,1152718,2005-07-31,Pedro
1244,1245,2005-03-20,Parking,Venta,Girona,276,1477428,2005-11-23,María
1245,1246,2005-03-21,Parking,Venta,Barcelona,68,367132,2005-08-31,Joaquín
1246,1247,2005-03-22,Industrial,Venta,Barcelona,268,1557884,2005-12-09,Luisa
1249,1250,2005-03-23,Piso,Venta,Girona,163,1362843,2006-01-31,Luisa
1251,1252,2005-03-23,Oficina,Venta,Barcelona,126,867636,2005-11-02,Luisa
1253,1254,2005-03-24,Industrial,Venta,Barcelona,127,757809,2006-02-20,Luisa
1254,1255,2005-03-24,Casa,Venta,Girona,40,354360,2005-10-16,Carmen
1255,1256,2005-03-24,Piso,Venta,Girona,168,1620192,2005-10-09,María
1256,1257,2005-03-25,Parking,Venta,Girona,117,1149525,2006-02-27,Pedro
1258,1259,2005-03-25,Industrial,Venta,Tarragona,180,1495260,2005-11-03,Luisa
1259,1260,2005-03-26,Industrial,Venta,Barcelona,91,485849,2005-07-24,Pedro
1262,1263,2005-03-27,Casa,Venta,Tarragona,196,849464,2006-03-26,Jesús
1265,1266,2005-03-28,Oficina,Venta,Tarragona,57,363261,2005-07-24,Joaquín
1266,1267,2005-03-29,Parking,Venta,Lleida,40,349720,2006-02-14,Luisa
1268,1269,2005-03-30,Piso,Venta,Barcelona,138,1307688,2006-02-11,María
1270,1271,2005-03-30,Parking,Venta,Tarragona,196,1730876,2005-07-12,Luisa
1272,1273,2005-03-31,Piso,Venta,Girona,283,1599233,2005-11-04,Pedro
1273,1274,2005-03-31,Piso,Venta,Lleida,189,1821771,2005-07-09,Pedro
1274,1275,2005-04-01,Piso,Alquiler,Tarragona,278,1754180,2005-12-03,Luisa
1276,1277,2005-04-02,Industrial,Alquiler,Lleida,285,2232690,2006-01-29,María
1278,1279,2005-04-02,Suelo,Venta,Lleida,124,804884,2005-07-24,Carmen
1279,1280,2005-04-03,Industrial,Alquiler,Lleida,285,1938000,2005-09-26,Joaquín
1280,1281,2005-04-04,Piso,Venta,Girona,176,1004608,2006-01-06,Jesús
1281,1282,2005-04-04,Casa,Venta,Tarragona,102,520914,2005-07-17,Jesús
1285,1286,2005-04-05,Parking,Alquiler,Girona,297,2872287,2005-09-16,Luisa
1286,1287,2005-04-05,Suelo,Venta,Barcelona,194,1612334,2005-09-21,Jesús
1288,1289,2005-04-05,Casa,Alquiler,Tarragona,259,1857807,2005-11-07,Luisa
1290,1291,2005-04-06,Industrial,Venta,Tarragona,131,1273320,2005-11-30,Joaquín
1292,1293,2005-04-06,Industrial,Venta,Tarragona,230,1806650,2005-11-30,Pedro
1293,1294,2005-04-07,Local,Venta,Barcelona,102,480318,2006-01-12,Joaquín
1295,1296,2005-04-07,Oficina,Venta,Lleida,89,716272,2005-08-31,Carmen
1296,1297,2005-04-07,Industrial,Venta,Girona,230,1751450,2005-07-07,Jesús
1297,1298,2005-04-08,Industrial,Venta,Barcelona,248,1179488,2005-12-26,Jesús
1298,1299,2005-04-09,Local,Venta,Girona,290,1702590,2006-04-09,Pedro
1299,1300,2005-04-09,Suelo,Venta,Barcelona,71,309702,2005-08-09,Carmen
1300,1301,2005-04-10,Suelo,Venta,Tarragona,299,2531334,2005-12-18,Carmen
1301,1302,2005-04-11,Casa,Venta,Girona,288,2371392,2005-11-17,Luisa
1302,1303,2005-04-11,Suelo,Venta,Tarragona,130,657020,2006-01-20,Pedro
1303,1304,2005-04-13,Industrial,Venta,Tarragona,102,627300,2006-03-28,Pedro
1304,1305,2005-04-14,Oficina,Venta,Tarragona,91,778141,2005-09-15,Jesús
1305,1306,2005-04-14,Casa,Venta,Barcelona,274,2229812,2005-08-26,María
1306,1307,2005-04-15,Industrial,Venta,Girona,264,2589312,2005-07-20,Pedro
1307,1308,2005-04-15,Parking,Venta,Lleida,149,1004707,2006-01-18,Joaquín
1309,1310,2005-04-15,Casa,Alquiler,Lleida,267,1517628,2006-02-14,Carmen
1311,1312,2005-04-16,Oficina,Venta,Girona,180,1523880,2005-11-11,Jesús
1316,1317,2005-04-17,Oficina,Venta,Tarragona,93,375999,2006-01-12,Pedro
1317,1318,2005-04-17,Casa,Alquiler,Tarragona,275,1543850,2005-12-21,María
1318,1319,2005-04-18,Casa,Alquiler,Lleida,281,1727588,2006-04-07,Luisa
1320,1321,2005-04-18,Local,Alquiler,Girona,271,2478566,2005-07-21,Pedro
1321,1322,2005-04-18,Local,Venta,Lleida,245,2396835,2005-08-18,Joaquín
1323,1324,2005-04-19,Oficina,Venta,Girona,48,454416,2005-09-25,Pedro
1326,1327,2005-04-19,Industrial,Venta,Barcelona,43,281521,2005-10-27,Jesús
1327,1328,2005-04-20,Parking,Alquiler,Barcelona,273,2306031,2005-09-25,Carmen
1328,1329,2005-04-20,Oficina,Venta,Girona,182,1367366,2005-07-21,Carmen
1329,1330,2005-04-20,Casa,Alquiler,Lleida,263,2094795,2006-02-12,Carmen
1330,1331,2005-04-21,Piso,Venta,Tarragona,176,1435632,2006-03-10,Luisa
1331,1332,2005-04-21,Parking,Alquiler,Tarragona,281,1619122,2005-09-26,Luisa
1332,1333,2005-04-21,Industrial,Venta,Tarragona,42,287952,2006-01-01,Carmen
1334,1335,2005-04-22,Local,Venta,Tarragona,229,954930,2005-08-15,María
1335,1336,2005-04-22,Industrial,Alquiler,Tarragona,266,2583126,2005-12-02,Pedro
1337,1338,2005-04-24,Oficina,Venta,Girona,40,163920,2006-04-09,Carmen
1339,1340,2005-04-24,Oficina,Venta,Tarragona,172,1033548,2006-01-01,Carmen
1340,1341,2005-04-25,Local,Venta,Girona,132,1007688,2005-12-26,Luisa
1341,1342,2005-04-25,Parking,Venta,Barcelona,194,1698664,2006-03-20,Carmen
1342,1343,2005-04-25,Suelo,Alquiler,Barcelona,269,2292149,2006-01-22,Carmen
1343,1344,2005-04-25,Parking,Venta,Tarragona,285,1500240,2005-08-20,Carmen
1346,1347,2005-04-26,Local,Venta,Barcelona,115,950015,2005-09-26,Pedro
1347,1348,2005-04-26,Casa,Venta,Lleida,201,1850004,2006-01-15,Joaquín
1348,1349,2005-04-26,Casa,Venta,Barcelona,102,892704,2006-01-22,Joaquín
1350,1351,2005-04-26,Piso,Venta,Tarragona,59,505040,2005-09-08,Carmen
1351,1352,2005-04-27,Piso,Venta,Girona,189,1064637,2005-11-29,Jesús
1352,1353,2005-04-27,Industrial,Alquiler,Barcelona,269,1702501,2005-12-10,Luisa
1353,1354,2005-04-28,Industrial,Venta,Barcelona,242,2418064,2005-10-24,Jesús
1355,1356,2005-04-28,Suelo,Venta,Barcelona,161,1421308,2005-11-12,Pedro
1356,1357,2005-04-28,Local,Venta,Lleida,285,1827420,2006-02-06,Luisa
1357,1358,2005-04-29,Local,Venta,Tarragona,274,2474494,2006-03-25,Carmen
1358,1359,2005-04-29,Parking,Venta,Tarragona,256,1059328,2006-04-17,Jesús
1359,1360,2005-04-29,Parking,Venta,Tarragona,196,1201480,2005-09-18,María
1360,1361,2005-04-30,Local,Venta,Tarragona,186,1179612,2005-10-06,Carmen
1362,1363,2005-04-30,Casa,Venta,Girona,157,729579,2006-01-01,Joaquín
1363,1364,2005-05-01,Industrial,Venta,Lleida,82,783510,2006-02-13,Joaquín
1364,1365,2005-05-01,Casa,Venta,Girona,65,350155,2005-11-14,María
1365,1366,2005-05-01,Suelo,Venta,Tarragona,104,850720,2006-03-28,Pedro
1367,1368,2005-05-02,Oficina,Venta,Tarragona,45,183105,2005-12-06,Joaquín
1371,1372,2005-05-04,Industrial,Venta,Barcelona,286,2633774,2005-09-01,Carmen
1372,1373,2005-05-04,Suelo,Venta,Lleida,224,2211328,2006-02-23,Pedro
1373,1374,2005-05-04,Local,Venta,Barcelona,214,1287210,2005-12-21,Joaquín
1374,1375,2005-05-04,Casa,Venta,Girona,175,1363950,2005-09-11,Jesús
1375,1376,2005-05-04,Casa,Venta,Lleida,104,609128,2005-12-27,María
1376,1377,2005-05-05,Industrial,Venta,Tarragona,128,832000,2005-10-06,Luisa
1379,1380,2005-05-06,Industrial,Venta,Girona,192,958464,2005-08-13,Jesús
1381,1382,2005-05-06,Parking,Venta,Tarragona,248,1352096,2006-03-14,Jesús
1382,1383,2005-05-06,Industrial,Venta,Girona,167,814793,2006-02-27,Luisa
1384,1385,2005-05-08,Parking,Venta,Barcelona,258,2066064,2005-11-25,María
1387,1388,2005-05-08,Casa,Venta,Girona,270,2288520,2005-11-02,Joaquín
1388,1389,2005-05-08,Parking,Venta,Girona,203,1892772,2006-03-26,María
1389,1390,2005-05-09,Oficina,Venta,Lleida,111,924741,2006-03-15,Carmen
1392,1393,2005-05-09,Oficina,Venta,Tarragona,44,305756,2005-11-02,Carmen
1393,1394,2005-05-09,Casa,Venta,Barcelona,254,2011934,2006-03-04,Jesús
1394,1395,2005-05-10,Local,Venta,Girona,252,1923264,2005-09-21,Carmen
1395,1396,2005-05-10,Industrial,Alquiler,Lleida,292,1177052,2006-04-30,Jesús
1398,1399,2005-05-11,Oficina,Venta,Girona,166,804768,2005-12-04,María
1399,1400,2005-05-13,Suelo,Venta,Lleida,190,1670100,2005-11-10,María
1400,1401,2005-05-13,Casa,Venta,Barcelona,280,2349200,2006-04-13,Pedro
1401,1402,2005-05-13,Industrial,Venta,Tarragona,155,1133050,2006-02-28,Pedro
1402,1403,2005-05-14,Suelo,Alquiler,Girona,254,2417572,2005-09-20,María
1403,1404,2005-05-15,Local,Venta,Barcelona,188,1453428,2005-09-14,Joaquín
1404,1405,2005-05-15,Parking,Venta,Girona,71,493166,2005-12-08,Joaquín
1405,1406,2005-05-15,Parking,Venta,Barcelona,163,1531222,2005-10-28,Joaquín
1406,1407,2005-05-16,Oficina,Venta,Tarragona,233,1864000,2005-12-06,Luisa
1407,1408,2005-05-16,Parking,Venta,Barcelona,185,1384355,2005-11-15,Luisa
1408,1409,2005-05-16,Industrial,Venta,Lleida,206,1733696,2005-09-16,Pedro
1409,1410,2005-05-18,Oficina,Venta,Tarragona,80,662000,2006-04-08,Carmen
1412,1413,2005-05-18,Oficina,Venta,Barcelona,159,742848,2005-10-12,Joaquín
1416,1417,2005-05-21,Piso,Venta,Tarragona,262,1137866,2005-10-23,Joaquín
1419,1420,2005-05-21,Oficina,Venta,Tarragona,169,1040871,2005-09-02,Pedro
1420,1421,2005-05-22,Industrial,Venta,Barcelona,196,1584856,2005-09-02,Joaquín
1421,1422,2005-05-22,Parking,Alquiler,Girona,282,1132230,2006-03-20,Pedro
1422,1423,2005-05-23,Parking,Alquiler,Tarragona,280,1240400,2005-11-04,Jesús
1424,1425,2005-05-23,Parking,Venta,Barcelona,63,516159,2006-03-13,Luisa
1429,1430,2005-05-25,Industrial,Venta,Lleida,63,416430,2006-01-09,Pedro
1430,1431,2005-05-25,Piso,Venta,Barcelona,208,1792128,2006-04-15,Jesús
1431,1432,2005-05-25,Suelo,Venta,Barcelona,54,264438,2005-08-23,Joaquín
1432,1433,2005-05-26,Industrial,Alquiler,Tarragona,273,1610973,2006-03-21,Pedro
1433,1434,2005-05-27,Parking,Venta,Tarragona,134,572984,2005-12-30,Jesús
1435,1436,2005-05-27,Industrial,Venta,Lleida,175,1428350,2005-11-08,Jesús
1436,1437,2005-05-27,Industrial,Venta,Barcelona,261,1435239,2006-03-22,Joaquín
1437,1438,2005-05-28,Parking,Venta,Lleida,108,1001376,2006-02-10,Carmen
1438,1439,2005-05-28,Industrial,Venta,Girona,233,1306664,2005-10-30,Luisa
1439,1440,2005-05-28,Parking,Venta,Girona,255,1504755,2005-10-31,Luisa
1441,1442,2005-05-29,Industrial,Venta,Barcelona,160,1496320,2006-05-08,María
1445,1446,2005-05-30,Parking,Venta,Tarragona,54,470988,2006-01-02,María
1450,1451,2005-06-02,Suelo,Venta,Barcelona,269,1779435,2006-05-18,Jesús
1451,1452,2005-06-03,Industrial,Venta,Girona,70,455000,2005-10-22,Pedro
1452,1453,2005-06-04,Suelo,Alquiler,Lleida,258,1687836,2006-03-25,María
1454,1455,2005-06-04,Casa,Venta,Tarragona,182,1047774,2006-01-31,Jesús
1455,1456,2005-06-05,Oficina,Venta,Tarragona,223,2190752,2006-04-24,Joaquín
1456,1457,2005-06-05,Oficina,Venta,Lleida,93,496806,2006-03-17,Joaquín
1457,1458,2005-06-05,Parking,Venta,Girona,277,1691085,2005-11-19,Pedro
1458,1459,2005-06-05,Industrial,Venta,Girona,76,456532,2005-09-19,Joaquín
1460,1461,2005-06-06,Local,Venta,Girona,129,563085,2005-12-18,Jesús
1461,1462,2005-06-06,Piso,Venta,Lleida,80,471440,2005-09-28,Luisa
1463,1464,2005-06-07,Casa,Venta,Girona,179,1393157,2005-11-26,Luisa
1465,1466,2005-06-08,Suelo,Venta,Barcelona,132,802428,2006-02-15,Joaquín
1466,1467,2005-06-09,Casa,Venta,Lleida,299,2333097,2005-09-15,María
1469,1470,2005-06-09,Industrial,Alquiler,Tarragona,274,2690954,2006-05-17,Joaquín
1472,1473,2005-06-10,Piso,Venta,Barcelona,213,1955340,2006-04-23,Jesús
1473,1474,2005-06-11,Casa,Alquiler,Tarragona,269,2549313,2006-02-20,Carmen
1478,1479,2005-06-13,Industrial,Venta,Tarragona,51,417231,2006-03-19,Pedro
1479,1480,2005-06-13,Oficina,Venta,Barcelona,124,1053628,2006-04-13,María
1480,1481,2005-06-13,Local,Alquiler,Tarragona,261,1344933,2005-09-24,Pedro
1482,1483,2005-06-13,Oficina,Venta,Barcelona,64,368384,2005-09-15,Jesús
1483,1484,2005-06-13,Parking,Alquiler,Barcelona,282,2677590,2006-04-08,Luisa
1484,1485,2005-06-14,Oficina,Venta,Barcelona,151,1484028,2006-03-24,Jesús
1486,1487,2005-06-15,Casa,Venta,Lleida,109,537915,2006-05-16,Carmen
1488,1489,2005-06-15,Suelo,Venta,Lleida,144,1323792,2005-09-17,Jesús
1489,1490,2005-06-16,Parking,Venta,Barcelona,112,691712,2006-04-10,Pedro
1494,1495,2005-06-17,Casa,Venta,Girona,199,1590010,2006-04-13,Carmen
1495,1496,2005-06-18,Suelo,Venta,Lleida,278,2520904,2006-05-12,Luisa
1496,1497,2005-06-18,Piso,Venta,Tarragona,175,880075,2005-12-15,Jesús
1499,1500,2005-06-20,Industrial,Venta,Lleida,125,595750,2006-03-30,Joaquín
1500,1501,2005-06-21,Suelo,Venta,Lleida,52,317044,2006-04-16,Jesús
1501,1502,2005-06-21,Industrial,Venta,Girona,120,1175160,2005-11-28,Carmen
1503,1504,2005-06-21,Industrial,Venta,Girona,190,778430,2005-11-14,Joaquín
1504,1505,2005-06-22,Suelo,Venta,Tarragona,47,220148,2006-06-14,Jesús
1505,1506,2005-06-22,Suelo,Alquiler,Girona,256,2512640,2006-03-16,Jesús
1506,1507,2005-06-22,Parking,Venta,Tarragona,118,716260,2006-04-04,Luisa
1507,1508,2005-06-22,Casa,Venta,Girona,274,2594780,2006-02-23,María
1508,1509,2005-06-22,Piso,Venta,Girona,244,2180628,2006-02-05,Pedro
1509,1510,2005-06-22,Parking,Venta,Tarragona,163,763329,2006-02-05,Joaquín
1510,1511,2005-06-23,Piso,Venta,Lleida,213,1587063,2006-02-02,Carmen
1511,1512,2005-06-23,Casa,Alquiler,Girona,261,2419209,2006-05-25,María
1512,1513,2005-06-24,Piso,Venta,Lleida,199,987040,2006-01-11,Luisa
1515,1516,2005-06-27,Industrial,Venta,Lleida,182,805714,2006-03-20,Carmen
1518,1519,2005-06-28,Piso,Venta,Lleida,74,659858,2006-05-27,Carmen
1519,1520,2005-06-28,Local,Venta,Lleida,175,999950,2005-10-30,Carmen
1521,1522,2005-06-29,Suelo,Venta,Barcelona,40,306120,2005-11-24,Carmen
1522,1523,2005-06-29,Local,Venta,Lleida,158,1454232,2006-01-24,Pedro
1524,1525,2005-06-30,Local,Venta,Tarragona,252,2283372,2006-02-12,Carmen
1525,1526,2005-06-30,Oficina,Venta,Girona,68,586908,2006-05-28,Luisa
1526,1527,2005-06-30,Parking,Venta,Tarragona,50,400600,2005-10-02,María
1530,1531,2005-07-01,Local,Venta,Lleida,251,2325766,2005-10-20,Joaquín
1531,1532,2005-07-01,Piso,Alquiler,Girona,260,1542580,2006-05-03,Luisa
1534,1535,2005-07-04,Suelo,Venta,Tarragona,68,456756,2005-11-20,Pedro
1535,1536,2005-07-04,Parking,Venta,Girona,43,361759,2005-12-01,Jesús
1536,1537,2005-07-04,Piso,Venta,Barcelona,197,1035826,2006-05-27,Jesús
1538,1539,2005-07-04,Oficina,Venta,Tarragona,103,850368,2005-10-30,Carmen
1540,1541,2005-07-06,Local,Venta,Lleida,124,1045816,2006-03-12,Carmen
1541,1542,2005-07-06,Industrial,Venta,Tarragona,243,2401083,2006-04-08,Joaquín
1542,1543,2005-07-06,Oficina,Venta,Girona,53,381494,2005-12-27,Luisa
1543,1544,2005-07-06,Parking,Venta,Lleida,199,1573493,2006-07-02,Luisa
1544,1545,2005-07-06,Oficina,Venta,Lleida,88,866008,2006-06-23,Pedro
1546,1547,2005-07-07,Piso,Venta,Barcelona,214,1258534,2006-01-27,María
1551,1552,2005-07-10,Parking,Venta,Barcelona,108,436428,2006-04-28,Jesús
1553,1554,2005-07-11,Suelo,Venta,Barcelona,63,618786,2006-07-07,Luisa
1556,1557,2005-07-12,Local,Venta,Barcelona,159,1582845,2006-04-15,Pedro
1560,1561,2005-07-15,Casa,Alquiler,Barcelona,291,1823406,2006-05-02,Pedro
1561,1562,2005-07-15,Local,Venta,Girona,74,583638,2005-10-17,Luisa
1562,1563,2005-07-15,Suelo,Venta,Girona,206,1881810,2006-07-10,Joaquín
1563,1564,2005-07-15,Parking,Venta,Lleida,240,1983840,2005-10-18,Pedro
1564,1565,2005-07-16,Piso,Venta,Tarragona,80,533840,2006-05-29,Luisa
1566,1567,2005-07-16,Oficina,Alquiler,Tarragona,296,2057496,2005-11-13,Jesús
1568,1569,2005-07-17,Oficina,Alquiler,Tarragona,273,2202837,2006-06-27,María
1570,1571,2005-07-18,Casa,Venta,Barcelona,127,583692,2006-01-11,Carmen
1571,1572,2005-07-18,Local,Alquiler,Barcelona,300,1716300,2006-04-21,María
1572,1573,2005-07-18,Local,Venta,Barcelona,202,1271388,2006-01-10,Joaquín
1574,1575,2005-07-19,Industrial,Venta,Barcelona,275,1620575,2006-02-18,Joaquín
1575,1576,2005-07-20,Piso,Alquiler,Lleida,298,2207286,2006-07-09,Pedro
1576,1577,2005-07-20,Piso,Alquiler,Tarragona,288,1186560,2005-11-05,Luisa
1577,1578,2005-07-20,Local,Venta,Girona,178,1723040,2006-04-05,Jesús
1578,1579,2005-07-20,Suelo,Venta,Tarragona,141,1207101,2006-02-20,María
1579,1580,2005-07-21,Piso,Venta,Tarragona,110,786830,2005-11-18,Carmen
1581,1582,2005-07-21,Parking,Alquiler,Lleida,297,2463021,2006-03-13,María
1582,1583,2005-07-22,Suelo,Alquiler,Girona,300,1832100,2006-05-02,Carmen
1583,1584,2005-07-22,Industrial,Venta,Girona,191,916418,2006-02-19,Luisa
1584,1585,2005-07-22,Casa,Venta,Girona,203,1026774,2006-07-04,Pedro
1585,1586,2005-07-22,Industrial,Venta,Tarragona,291,1447434,2006-02-02,María
1586,1587,2005-07-23,Parking,Venta,Lleida,101,478639,2006-01-07,Joaquín
1588,1589,2005-07-23,Casa,Venta,Lleida,287,1607487,2005-11-01,Carmen
1589,1590,2005-07-23,Suelo,Venta,Lleida,142,682168,2006-05-25,Jesús
1590,1591,2005-07-24,Parking,Venta,Tarragona,255,1627920,2006-03-12,Jesús
1591,1592,2005-07-24,Parking,Venta,Barcelona,207,1107864,2006-05-15,Luisa
1593,1594,2005-07-25,Local,Venta,Girona,80,568880,2005-10-29,Carmen
1594,1595,2005-07-25,Parking,Venta,Lleida,96,645408,2006-05-27,Luisa
